,순,이름,팀,정렬,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,연도,연봉
0,1,홍창기,21LCF,6.98,144,651,524,103,172,26,2,4,214,52,23,8,110,15,4,95,6,0,2.0,21.0,32000만원
1,2,이정후,21키CF,6.73,123,543,463,78,167,42,6,7,242,84,10,3,62,9,1,37,8,0,9.0,21.0,75000만원
2,3,강백호,21K1B,6.35,142,627,516,76,179,40,1,16,269,102,10,5,103,0,10,85,7,0,8.0,21.0,55000만원
3,4,최정,21S3B,6.14,134,555,436,92,121,17,1,35,245,100,8,6,84,22,3,102,9,1,12.0,21.0,
4,5,양의지,21NDH,5.74,141,570,480,81,156,29,2,30,279,111,2,1,69,11,5,60,12,0,10.0,21.0,100000만원
5,6,구자욱,21삼RF,5.01,139,610,543,107,166,30,10,22,282,88,27,4,48,6,3,98,9,1,12.0,21.0,250000만원
6,7,전준우,21롯LF,4.93,144,619,552,88,192,46,0,7,259,92,6,3,53,5,0,71,10,1,8.0,21.0,50000만원
7,8,알테어,21NCF,4.91,143,565,492,83,134,19,2,32,253,84,20,5,57,11,2,156,6,0,5.0,21.0,
8,9,김재환,21두LF,4.77,137,566,475,86,130,23,2,27,238,102,2,3,81,5,3,127,9,0,5.0,21.0,150000만원
9,10,김혜성,21키SS,4.73,144,634,559,99,170,20,3,3,205,66,46,4,64,1,3,97,8,0,10.0,21.0,32000만원
10,11,박건우,21두RF,4.62,126,525,458,82,149,31,2,6,202,63,13,0,50,11,2,72,16,0,6.0,21.0,190000만원
11,12,정은원,21한2B,4.46,139,608,495,85,140,22,5,6,190,39,19,11,105,1,1,105,9,4,3.0,21.0,19080만원
12,13,나성범,21NRF,3.91,144,623,570,96,160,29,1,33,290,101,1,2,38,11,2,155,5,0,4.0,21.0,200000만원
13,14,한유섬,21SRF,3.9,135,519,442,71,123,18,1,31,236,95,1,0,60,10,4,96,11,1,6.0,21.0,240000만원
14,15,추신수,21SDH,3.89,137,580,461,84,122,19,2,21,208,69,25,9,103,12,4,123,8,0,4.0,21.0,270000만원
15,16,강민호,21삼C,3.86,123,462,406,55,118,22,0,18,194,67,0,0,45,4,4,53,18,0,7.0,21.0,60000만원
16,17,노시환,21한3B,3.75,107,458,380,56,103,18,1,18,177,84,5,2,73,1,9,107,15,0,4.0,21.0,12000만원
17,18,최재훈,21한C,3.67,116,467,375,52,103,21,0,7,145,44,3,2,71,13,2,68,16,5,3.0,21.0,100000만원
18,19,안치홍,21롯2B,3.45,119,490,421,58,129,30,2,10,193,82,3,6,52,3,2,58,10,5,9.0,21.0,100000만원
19,20,김선빈,21K2B,3.42,130,564,501,55,154,32,0,5,201,67,0,0,56,1,2,39,19,1,5.0,21.0,45000만원
20,21,박해민,21삼CF,3.38,127,542,454,78,132,22,1,5,171,54,36,15,69,3,2,82,3,9,7.0,21.0,60000만원
21,22,박성한,21SSS,3.34,135,471,407,53,123,21,1,4,158,44,12,5,49,1,0,73,1,12,2.0,21.0,14000만원
22,23,손아섭,21롯RF,3.33,139,610,542,88,173,29,2,3,215,58,11,6,61,3,3,67,15,3,1.0,21.0,150000만원
23,24,김현수,21LLF,3.31,140,595,506,70,144,23,1,17,220,97,3,0,77,3,5,42,7,0,9.0,21.0,4000만원
24,25,한동희,21롯3B,3.28,129,496,424,54,113,24,0,17,188,69,0,1,61,6,1,95,21,1,4.0,21.0,17200만원
25,26,피렐라,21삼DH,3.26,140,621,553,102,158,25,2,29,274,97,9,6,57,8,2,89,8,0,3.0,21.0,600000달러
26,27,최원준,21KRF,3.14,143,668,589,82,174,21,6,4,219,44,40,13,61,11,0,68,7,4,3.0,21.0,
27,28,양석환,21두1B,3.1,133,546,488,66,133,22,0,28,239,96,2,3,42,9,2,136,10,0,7.0,21.0,39000만원
28,29,이용규,21키LF,3.1,133,547,459,88,136,16,8,1,171,43,16,2,71,5,2,46,5,6,6.0,21.0,40000만원
29,30,하주석,21한SS,3.09,138,594,525,84,143,27,3,10,206,68,23,6,51,10,1,135,9,5,3.0,21.0,20090만원
30,31,박동원,21키C,3.09,131,481,413,61,103,21,0,22,190,83,2,0,53,7,0,114,12,5,3.0,21.0,31000만원
31,32,페르난데스,21두DH,3.07,141,617,540,73,170,24,0,15,239,81,0,2,65,6,3,35,25,0,6.0,21.0,
32,33,배정대,21KCF,3.02,144,595,510,85,132,23,1,12,193,68,19,7,65,12,2,132,9,3,5.0,21.0,26000만원
33,34,황재균,21K3B,2.93,117,507,453,74,132,16,2,10,182,56,11,4,46,3,1,92,11,1,4.0,21.0,40000만원
34,35,노진혁,21NSS,2.9,107,384,330,41,95,22,0,8,141,58,1,1,42,5,0,90,3,4,3.0,21.0,23000만원
35,36,채은성,21LRF,2.86,110,448,387,59,107,20,0,16,175,82,4,2,38,16,2,80,9,0,7.0,21.0,28000만원
36,37,서건창,21키L2B,2.83,144,599,512,78,130,24,2,6,176,52,12,4,69,9,2,77,14,5,4.0,21.0,26000만원
37,38,오재일,21삼1B,2.8,120,484,418,64,119,20,0,25,214,97,1,0,58,0,8,106,5,0,8.0,21.0,60000만원
38,39,마차도,21롯SS,2.55,134,539,466,83,130,21,1,5,168,58,8,5,58,4,1,65,8,4,7.0,21.0,
39,40,정훈,21롯1B,2.46,135,561,486,70,142,27,1,14,213,79,8,1,68,3,8,89,6,1,3.0,21.0,
40,41,최주환,21S2B,2.36,116,470,406,50,104,16,0,18,174,67,2,1,53,9,4,84,7,0,2.0,21.0,65000만원
41,42,오지환,21LSS,2.33,134,532,464,62,118,19,2,8,165,57,12,6,54,5,0,82,11,4,5.0,21.0,60000만원
42,43,유강남,21LC,2.2,130,441,397,39,100,16,0,11,149,60,2,0,25,14,1,75,11,3,2.0,21.0,27000만원
43,44,최지훈,21SCF,2.12,136,534,461,75,121,19,6,5,167,45,26,6,51,8,0,71,6,8,6.0,21.0,15000만원
44,45,허경민,21두3B,2.07,136,518,468,61,130,24,1,5,171,59,5,7,36,8,1,35,21,3,3.0,21.0,120000만원
45,46,박계범,21두SS,2.06,118,385,322,44,86,12,1,5,115,46,4,3,44,9,0,68,8,7,3.0,21.0,14500만원
46,47,김태연,21한3B,1.91,53,220,176,29,53,12,0,3,74,34,5,3,34,5,0,44,4,0,5.0,21.0,5600만원
47,48,유한준,21KDH,1.87,104,336,281,30,87,16,0,5,118,42,1,0,44,7,5,34,12,0,4.0,21.0,
48,49,심우준,21KSS,1.74,139,460,407,61,109,20,2,6,151,48,16,6,32,4,0,65,2,10,6.0,21.0,26000만원
49,50,김인태,21두RF,1.74,133,418,344,51,89,15,1,8,130,46,0,2,62,3,0,67,10,5,4.0,21.0,14000만원
50,51,장성우,21KC,1.73,127,460,385,46,89,13,0,14,144,63,1,2,60,3,3,69,16,9,3.0,21.0,50000만원
51,52,김성현,21S2B,1.65,110,274,237,27,67,15,0,6,100,37,5,2,29,0,0,29,8,4,4.0,21.0,
52,53,송우현,21키RF,1.51,69,282,250,34,74,17,2,3,104,42,1,1,28,2,1,49,4,1,1.0,21.0,
53,54,이재원,21SC,1.5,107,313,271,29,76,13,0,3,98,30,0,2,29,5,4,47,14,6,2.0,21.0,5200만원
54,55,박병호,21키1B,1.47,118,477,409,48,93,23,0,20,176,76,0,1,47,14,3,141,9,0,7.0,21.0,
55,56,정수빈,21두CF,1.47,104,351,313,50,81,19,4,3,117,37,12,7,29,3,1,50,7,4,2.0,21.0,60000만원
56,57,이명기,21NLF,1.38,56,232,191,30,56,12,0,2,74,14,5,3,37,1,0,27,2,3,0.0,21.0,17500만원
57,58,권희동,21NLF,1.32,55,171,133,25,35,3,0,8,62,26,2,0,29,5,1,24,4,1,3.0,21.0,11000만원
58,59,박석민,21N3B,1.32,59,205,171,27,44,8,0,10,82,41,0,0,27,2,1,43,8,3,2.0,21.0,70000만원
59,60,류지혁,21K3B,1.28,92,327,273,37,76,8,0,2,90,34,0,0,42,7,1,46,7,2,3.0,21.0,10500만원
60,61,이원석,21삼3B,1.22,131,480,399,40,92,19,0,9,138,59,1,0,60,11,2,80,11,2,8.0,21.0,3300만원
61,62,박찬호,21KSS,1.15,131,483,418,51,103,15,5,1,131,59,9,4,54,0,0,73,11,8,3.0,21.0,
62,63,김병희,21K3B,1.15,34,69,51,16,15,3,0,5,33,13,3,0,13,3,0,14,0,2,0.0,21.0,4700만원
63,64,김헌곤,21삼LF,1.14,118,364,317,38,89,8,2,4,113,27,5,4,34,5,0,46,9,3,5.0,21.0,18000만원
64,65,로맥,21S1B,1.13,107,421,355,55,80,11,0,20,151,52,1,0,59,4,1,83,9,0,3.0,21.0,
65,66,이대호,21롯DH,1.1,114,465,420,39,120,11,0,19,188,81,0,0,34,5,3,50,12,0,6.0,21.0,80000만원
66,67,문보경,21L1B,1.06,107,329,278,37,64,11,1,8,101,39,3,1,46,0,1,64,5,3,2.0,21.0,6800만원
67,68,지시완,21롯C,1.04,73,187,166,23,40,9,0,7,70,26,0,0,14,5,0,54,6,2,0.0,21.0,6000만원
68,69,조수행,21두CF,1.01,115,104,84,34,24,2,1,1,31,8,21,4,16,3,0,26,1,1,0.0,21.0,8500만원
69,70,강승호,21두2B,0.94,113,340,301,47,72,16,2,7,113,37,8,2,22,6,1,78,8,8,3.0,21.0,11500만원
70,71,송성문,21키3B,0.94,66,274,245,30,61,10,1,6,91,33,0,0,25,1,0,42,2,2,1.0,21.0,7500만원
71,72,이형종,21LDH,0.93,90,281,239,32,52,11,0,10,93,34,3,1,34,7,1,65,10,1,0.0,21.0,12000만원
72,73,안중열,21롯C,0.92,58,157,125,19,29,5,0,3,43,16,0,0,27,1,0,25,1,3,1.0,21.0,6400만원
73,74,김지찬,21삼SS,0.9,120,336,296,50,81,6,0,1,90,26,23,4,27,0,0,31,0,10,3.0,21.0,11000만원
74,75,김강민,21SCF,0.88,122,260,223,43,53,12,1,8,91,27,3,3,25,6,1,52,3,3,3.0,21.0,16000만원
75,76,김민혁,21KLF,0.87,75,198,171,22,54,6,2,1,67,13,6,3,20,2,0,27,3,5,0.0,21.0,9000만원
76,77,김민성,21L3B,0.83,121,426,360,35,80,22,0,8,126,39,3,3,42,8,2,73,7,11,5.0,21.0,
77,78,박민우,21N2B,0.83,50,215,180,30,47,5,3,1,61,18,12,3,22,7,0,23,4,4,2.0,21.0,41000만원
78,79,터커,21KLF,0.81,127,539,468,42,111,24,1,9,164,59,0,0,61,8,1,66,12,0,2.0,21.0,
79,80,오태곤,21S1B,0.81,122,253,235,47,63,10,0,9,100,35,9,4,14,2,0,52,4,1,1.0,21.0,10500만원
80,81,오윤석,21롯K2B,0.8,98,198,164,23,40,11,0,4,63,16,4,0,27,2,1,47,4,5,0.0,21.0,
81,82,최정원,21N2B,0.8,72,238,212,40,60,4,2,0,68,8,10,7,18,4,0,40,0,4,0.0,21.0,
82,83,안재석,21두SS,0.79,96,224,200,28,51,8,2,2,69,14,1,0,16,4,0,53,4,0,4.0,21.0,5800만원
83,84,김웅빈,21키3B,0.78,97,278,231,23,55,13,1,5,85,34,1,1,34,9,2,73,2,2,2.0,21.0,7000만원
84,85,이성곤,21삼한1B,0.77,62,208,174,17,46,12,2,1,65,24,1,3,29,3,0,53,4,1,1.0,21.0,6400만원
85,86,호잉,21KRF,0.76,68,294,259,32,62,11,1,11,108,52,5,2,26,4,2,52,2,0,5.0,21.0,
86,87,김재유,21롯CF,0.76,87,192,174,27,50,8,0,1,61,18,7,0,10,4,0,36,1,4,0.0,21.0,6000만원
87,88,김주원,21NSS,0.73,69,189,166,20,40,7,1,5,64,16,6,2,17,2,0,57,5,2,2.0,21.0,6000만원
88,89,페레즈,21한1B,0.69,59,252,225,26,60,15,1,5,92,33,4,5,17,4,0,52,4,0,6.0,21.0,
89,90,추재현,21롯CF,0.64,95,300,262,37,66,15,0,5,96,26,4,3,26,7,0,57,3,5,0.0,21.0,6400만원
90,91,김태진,21K3B,0.64,99,414,381,43,105,12,5,1,130,36,8,5,23,0,1,64,7,6,4.0,21.0,
91,92,김태군,21NC,0.63,102,276,232,23,51,7,0,7,79,24,0,1,21,11,0,30,4,9,3.0,21.0,20000만원
92,93,김민식,21KC,0.62,100,301,250,30,55,8,0,3,72,26,0,0,41,4,1,49,2,3,3.0,21.0,9500만원
93,94,이흥련,21SC,0.6,90,146,127,15,30,3,0,3,42,14,0,0,12,5,0,31,4,2,0.0,21.0,9000만원
94,95,한승택,21KC,0.59,82,239,203,17,44,7,0,3,60,16,0,0,28,3,0,61,6,5,0.0,21.0,8500만원
95,96,라모스,21L1B,0.58,51,205,185,14,45,7,1,8,78,25,0,0,18,2,0,43,2,0,0.0,21.0,650000달러
96,97,알몬테,21KLF,0.57,60,249,224,18,61,9,0,7,91,36,1,0,22,1,0,49,9,0,2.0,21.0,
97,98,장승현,21두C,0.57,92,211,177,18,41,10,0,2,57,27,0,0,19,8,0,50,2,6,1.0,21.0,7800만원
98,99,최용제,21두C,0.54,79,119,104,7,29,3,0,0,32,15,0,0,11,2,0,21,0,1,1.0,21.0,6500만원
99,100,송민섭,21KRF,0.46,122,64,47,39,11,0,0,0,11,7,15,1,12,0,0,21,0,5,0.0,21.0,8100만원
100,101,전병우,21키3B,0.44,114,260,213,35,40,8,0,6,66,31,3,1,33,9,0,82,0,4,1.0,21.0,7000만원
101,102,박준영,21N3B,0.43,111,315,273,37,57,7,2,8,92,31,4,3,27,10,0,92,9,3,2.0,21.0,
102,103,정주현,21L2B,0.43,73,214,181,26,43,7,1,3,61,10,3,3,24,0,0,32,4,9,0.0,21.0,8000만원
103,104,권동진,21KSS,0.42,86,85,66,21,17,5,0,1,25,6,3,3,18,0,0,30,0,1,0.0,21.0,4200만원
104,105,김민수,21삼C,0.42,47,87,76,9,20,5,0,3,34,13,0,0,6,1,0,13,2,2,2.0,21.0,
105,106,김찬형,21NS2B,0.41,88,161,132,20,30,7,0,2,43,7,0,0,16,4,0,32,1,9,0.0,21.0,
106,107,이현석,21SC,0.39,39,89,79,7,21,5,0,4,38,19,0,0,4,1,0,29,0,3,2.0,21.0,5000만원
107,108,조용호,21KLF,0.39,138,515,428,71,101,14,1,0,117,48,12,9,74,3,0,85,8,5,5.0,21.0,24000만원
108,109,김상수,21삼2B,0.38,132,496,429,46,101,17,1,3,129,42,4,2,52,3,0,51,14,8,4.0,21.0,30000만원
109,110,김준태,21롯KC,0.37,58,149,128,17,25,5,0,4,42,15,0,0,18,1,0,40,3,0,2.0,21.0,6500만원
110,111,김호령,21KCF,0.36,62,154,130,16,27,2,0,4,41,15,4,1,16,6,0,44,2,2,0.0,21.0,6000만원
111,112,이정범,21SLF,0.36,19,66,59,8,15,4,0,3,28,9,0,0,7,0,0,15,1,0,0.0,21.0,3200만원
112,113,힐리,21한1B,0.35,67,268,249,27,64,11,1,7,98,37,2,1,16,2,0,58,6,0,1.0,21.0,
113,114,이지영,21키C,0.33,108,257,232,29,63,5,1,0,70,30,3,1,19,1,2,17,10,2,3.0,21.0,30000만원
114,115,최영진,21삼3B,0.32,44,63,57,9,16,1,2,1,24,6,1,0,5,1,0,12,1,0,0.0,21.0,6500만원
115,116,노수광,21한CF,0.3,52,180,160,21,37,7,0,3,53,14,13,1,17,1,0,46,1,2,0.0,21.0,12840만원
116,117,크레익,21키1B,0.3,61,247,222,25,55,12,0,6,85,30,0,1,20,4,1,43,4,0,1.0,21.0,
117,118,김주형,21키SS,0.3,36,70,50,5,9,3,0,0,12,5,1,0,4,13,0,15,0,3,0.0,21.0,4500만원
118,119,김성표,21삼CF,0.29,39,24,18,10,6,0,0,0,6,1,2,1,5,0,0,7,0,1,0.0,21.0,3800만원
119,120,허도환,21KC,0.29,62,125,105,8,29,6,0,2,41,21,0,0,8,2,0,28,3,10,0.0,21.0,10000만원
120,121,최인호,21한LF,0.27,49,164,136,17,28,6,0,4,46,23,2,1,24,2,0,43,1,0,2.0,21.0,
121,122,이영빈,21L1B,0.27,72,169,148,21,36,9,0,2,51,16,6,3,15,3,0,51,1,2,1.0,21.0,5500만원
122,123,신본기,21K2B,0.26,96,205,173,25,41,8,0,1,52,19,1,2,22,4,0,44,6,5,1.0,21.0,11500만원
123,124,이진영,21KCF,0.26,17,47,40,8,8,2,1,2,18,5,1,0,3,4,0,22,0,0,0.0,21.0,
124,125,정현,21SN2B,0.25,68,149,117,14,26,5,1,0,33,7,0,1,17,7,0,24,7,8,0.0,21.0,
125,126,이재원,21LRF,0.25,62,171,154,22,38,6,0,5,59,17,5,1,14,2,0,48,2,0,1.0,21.0,100000만원
126,127,박세혁,21두C,0.24,96,270,237,25,52,12,0,0,64,30,4,2,22,5,0,43,6,3,3.0,21.0,30000만원
127,128,최항,21S2B,0.22,34,79,69,5,19,2,1,0,23,7,1,0,6,2,1,16,4,1,1.0,21.0,4000만원
128,129,신용수,21롯CF,0.21,71,136,119,23,31,5,2,1,43,6,3,1,11,3,0,20,2,2,1.0,21.0,4900만원
129,130,유민상,21K1B,0.21,24,74,60,7,14,2,0,1,19,6,0,0,8,6,0,18,1,0,0.0,21.0,
130,131,최형우,21KDH,0.2,104,446,373,52,87,15,1,12,140,55,0,0,67,4,10,67,9,0,2.0,21.0,90000만원
131,132,강진성,21N1B,0.19,124,462,406,49,101,20,0,7,142,38,9,3,36,14,2,68,12,4,2.0,21.0,13000만원
132,133,강한울,21삼3B,0.19,124,258,223,25,58,5,0,0,63,27,2,2,29,0,0,58,5,3,3.0,21.0,10000만원
133,134,천성호,21K2B,0.19,41,47,42,13,12,1,0,0,13,4,1,0,3,2,0,9,0,0,0.0,21.0,
134,135,최정민,21KCF,0.18,39,19,15,5,5,0,0,0,5,1,2,3,3,1,0,7,1,0,0.0,21.0,3600만원
135,136,손성빈,21롯C,0.17,20,22,19,4,6,0,0,0,6,0,0,0,3,0,0,6,0,0,0.0,21.0,
136,137,한석현,21LLF,0.16,16,26,21,5,6,2,1,0,10,1,2,0,3,1,0,7,1,0,1.0,21.0,3900만원
137,138,김민수,21롯2B,0.15,83,224,199,19,48,11,1,3,70,25,0,0,18,3,0,62,4,3,1.0,21.0,11500만원
138,139,윤형준,21N1B,0.15,51,81,74,10,22,0,0,5,37,10,0,1,3,0,0,17,2,3,1.0,21.0,4000만원
